id,price,number_of_reviews,last_review,neighbourhood,name,availability_365,host_id,room_type,latitude,longitude,coords,pais
36690,91,409,2023-09-20,Belize Islands,Tiny home in Caye Caulker · ★4.82 · 1 bed · 1 bath,165,157752,Entire home/apt,17.74832,-88.02474,"17.74832,-88.02474",Belize
120115,603,56,2023-05-20,Belize Islands,Condo in Caye Caulker Village  · ★4.85 · 2 bedrooms · 2 beds · 2 baths,235,604999,Entire home/apt,17.74166,-88.02395,"17.74166,-88.02395",Belize
120116,139,70,2023-08-18,Belize Islands,Home in Caye Caulker Village  · ★4.57 · 1 bedroom · 1 bed · 1 bath,288,604999,Entire home/apt,17.73644,-88.02858,"17.73644,-88.02858",Belize
152512,171,71,2023-05-24,Stann Creek Mainland,Serviced apartment in Placencia · ★4.86 · 1 bedroom · 1 bed · 1 bath,99,733857,Entire home/apt,16.52693,-88.36864,"16.52693,-88.36864",Belize
152922,52,11,2019-12-14,Cayo,Home in Belmopan · ★4.55 · 1 bedroom · 1 bed · 1 private bath,364,735525,Private room,17.25428,-88.76771,"17.25428,-88.76771",Belize
171294,280,43,2023-04-19,Cayo,Place to stay in San Ignacio · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,0,817242,Private room,17.16427,-89.06909,"17.16427,-89.06909",Belize
171301,176,106,2023-05-09,Cayo,Hut in San Ignacio · ★4.57 · 1 bedroom · 2 beds · 1 bath,0,817242,Entire home/apt,17.16435,-89.06896,"17.16435,-89.06896",Belize
179190,206,111,2022-02-22,Belize Islands,Hotel in Caye Caulker · ★4.95 · 1 bedroom · 2 beds · 1 private bath,217,857431,Private room,17.73696,-88.02607,"17.73696,-88.02607",Belize
182596,206,148,2023-03-20,Belize Islands,Hotel in Caye Caulker · ★4.91 · 1 bedroom · 2 beds · 1 bath,282,857431,Private room,17.73696,-88.02607,"17.73696,-88.02607",Belize
182610,300,136,2023-03-07,Belize Islands,Hotel in Caye Caulker · ★4.96 · 1 bedroom · 2 beds · 1 bath,290,857431,Private room,17.73696,-88.02607,"17.73696,-88.02607",Belize
183285,206,47,2020-02-29,Belize Islands,Hotel in Caye Caulker · ★4.87 · 1 bedroom · 2 beds · 1 private bath,171,857431,Private room,17.73696,-88.02607,"17.73696,-88.02607",Belize
183332,377,9,2022-02-01,Belize Islands,Hotel in Caye Caulker · ★4.67 · 1 bedroom · 2 beds · 1 private bath,222,857431,Private room,17.73696,-88.02607,"17.73696,-88.02607",Belize
215095,401,14,2022-07-02,Stann Creek Mainland,Home in Seine Bight · ★4.92 · 3 bedrooms · 7 beds · 2 baths,4,1110584,Entire home/apt,16.57648,-88.36633,"16.57648,-88.36633",Belize
238685,377,10,2022-08-02,Belize Islands,Hotel in Caye Caulker · ★5.0 · 1 bedroom · 2 beds · 1 private bath,220,857431,Private room,17.73696,-88.02607,"17.73696,-88.02607",Belize
245523,349,19,2023-02-10,Belize Islands,Hotel in Caye Caulker · ★4.95 · 1 bedroom · 2 beds · 1 private bath,264,857431,Private room,17.73696,-88.02607,"17.73696,-88.02607",Belize
254291,148,143,2023-09-12,Stann Creek Mainland,Home in Placencia · ★4.71 · 1 bedroom · 2 beds · 1 bath,277,1512929,Entire home/apt,16.53274035676609,-88.35956491917749,"16.53274035676609,-88.35956491917749",Belize
261882,139,185,2023-07-27,Stann Creek Mainland,Bungalow in Placencia · ★4.80 · 1 bedroom · 4 beds · 1 bath,336,1512929,Entire home/apt,16.531676726026667,-88.3604321000235,"16.531676726026667,-88.3604321000235",Belize
308361,210,9,2023-03-07,Cayo,Bed and breakfast in Belmopan · ★4.89 · 1 bedroom · 1 bed · 1 private bath,357,1586187,Private room,17.25719,-88.77812,"17.25719,-88.77812",Belize
332447,236,102,2023-03-19,Belize Islands,Hotel in Caye Caulker · ★4.86 · 1 bedroom · 1 bed · 1 private bath,261,857431,Private room,17.73696,-88.02607,"17.73696,-88.02607",Belize
419134,135,25,2023-05-13,Cayo,Cabin in Unitedville‎ · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,87,2084006,Private room,17.208763122558594,-88.94560241699219,"17.208763122558594,-88.94560241699219",Belize
580189,112,179,2023-07-29,Belize Mainland,Treehouse in Burrell Boom · ★4.70 · 2 bedrooms · 2 beds · 1 bath,255,190152663,Entire home/apt,17.57331,-88.39648,"17.57331,-88.39648",Belize
591211,161,31,2023-03-02,Belize Mainland,Rental unit in Belize City · ★4.90 · 1 bedroom · 2 beds · 1 bath,364,2917510,Entire home/apt,17.51173,-88.22397,"17.51173,-88.22397",Belize
597282,101,225,2023-09-02,Belize Islands,Cottage in Caye Caulker · ★4.79 · Studio · 2 beds · 1 bath,149,157752,Entire home/apt,17.7361,-88.02777,"17.7361,-88.02777",Belize
601962,247,53,2023-03-04,Stann Creek Mainland,Serviced apartment in Placencia · ★4.83 · 2 bedrooms · 2 beds · 2 baths,134,733857,Entire home/apt,16.52566,-88.37085,"16.52566,-88.37085",Belize
736308,373,40,2023-06-11,Corozal,Home in Corozal · ★4.79 · 1 bedroom · 4 beds · 1 bath,328,3843219,Entire home/apt,18.32931,-88.32932,"18.32931,-88.32932",Belize
788130,403,100,2023-09-12,Belize Mainland,Home in Belize City · ★4.89 · 4 bedrooms · 5 beds · 2 baths,80,2917510,Entire home/apt,17.51103,-88.22488,"17.51103,-88.22488",Belize
819238,300,11,2022-04-07,Belize Islands,Hotel in Belize City · ★5.0 · 1 bedroom · 1 bed · 1 private bath,269,857431,Private room,17.73653,-88.02639,"17.73653,-88.02639",Belize
819686,262,11,2022-07-03,Belize Islands,Hotel in Caye Caulker · ★4.80 · 1 bedroom · 1 bed · 1 private bath,286,857431,Private room,17.73577,-88.02667,"17.73577,-88.02667",Belize
985520,151,250,2023-09-03,Belize Islands,Bungalow in Caye Caulker · ★4.75 · 2 bedrooms · 2 beds · 2 baths,289,2267459,Entire home/apt,17.7409,-88.02666,"17.7409,-88.02666",Belize
1035815,1199,0,,Stann Creek Mainland,Vacation home in Placencia · 2 bedrooms · 4 beds · 3 baths,330,5701805,Entire home/apt,16.51452,-88.36767,"16.51452,-88.36767",Belize
1051976,232,108,2023-09-15,Belize Mainland,Home in Belize City · ★4.88 · 3 bedrooms · 3 beds · 2.5 baths,346,5792357,Entire home/apt,17.4899,-88.18759,"17.4899,-88.18759",Belize
1111731,3678,0,,Belize Mainland,Boat in Belize City · 3 bedrooms · 3 beds · 3 baths,0,6101757,Entire home/apt,17.47097,-88.24955,"17.47097,-88.24955",Belize
1134575,81,197,2023-05-06,Belize Islands,Rental unit in Belize · ★4.51 · 1 bedroom · 1 bed · 1 bath,342,911311,Entire home/apt,17.73951,-88.03293,"17.73951,-88.03293",Belize
1134718,91,145,2023-08-03,Belize Islands,Rental unit in Belize · ★4.61 · 1 bedroom · 1 bed · 1 bath,209,911311,Entire home/apt,17.73951,-88.03293,"17.73951,-88.03293",Belize
1135021,91,176,2023-04-04,Belize Islands,Rental unit in Belize · ★4.46 · 1 bedroom · 1 bed · 1 bath,361,911311,Entire home/apt,17.73951,-88.03293,"17.73951,-88.03293",Belize
1135078,81,157,2023-04-24,Belize Islands,Rental unit in Belize · ★4.36 · 1 bedroom · 1 bed · 1 bath,361,911311,Entire home/apt,17.73951,-88.03293,"17.73951,-88.03293",Belize
1155995,211,19,2023-03-15,Belize Islands,Aparthotel in Caye Caulker · ★4.63 · 1 bedroom · 1 bed · 1 private bath,161,6334784,Hotel room,17.73727,-88.02978,"17.73727,-88.02978",Belize
1177282,433,40,2023-01-02,Corozal,Home in Copper Bank · ★4.84 · 2 bedrooms · 2 beds · 1 bath,281,89385464,Entire home/apt,18.32853,-88.32882,"18.32853,-88.32882",Belize
1187309,262,31,2023-05-24,Belize Mainland,Rental unit in Belize City · ★4.87 · 2 bedrooms · 2 beds · 2 baths,151,2917510,Entire home/apt,17.50913,-88.22399,"17.50913,-88.22399",Belize
1305154,157,224,2023-08-25,Belize Islands,Rental unit in Caye Caulker · ★4.96 · Studio · 2 beds · 1 bath,91,727841,Entire home/apt,17.73786,-88.02817,"17.73786,-88.02817",Belize
1307280,157,261,2023-08-28,Belize Islands,Rental unit in Caye Caulker · ★4.96 · Studio · 2 beds · 1 bath,83,727841,Entire home/apt,17.73791,-88.02814,"17.73791,-88.02814",Belize
1432085,266,99,2023-07-08,Belize Islands,Home in Caye Caulker · ★4.91 · 2 bedrooms · 2 beds · 1 bath,264,604999,Entire home/apt,17.73675,-88.0285,"17.73675,-88.0285",Belize
1443152,203,274,2023-08-06,Belize Islands,Guesthouse in San Pedro · ★4.82 · 1 bedroom · 2 beds · 1 bath,361,3726010,Entire home/apt,17.910810470581055,-87.97423553466797,"17.910810470581055,-87.97423553466797",Belize
1503151,246,26,2023-06-29,Belize Islands,Aparthotel in Caye Caulker · ★4.81 · 2 bedrooms · 2 beds · 1 private bath,137,6334784,Hotel room,17.73705,-88.02773,"17.73705,-88.02773",Belize
1557575,131,18,2022-11-27,Cayo,Rental unit in San Ignacio · ★4.83 · 2 bedrooms · 3 beds · 1 bath,269,2556131,Entire home/apt,17.15518,-89.07004,"17.15518,-89.07004",Belize
1572640,260,87,2023-08-10,Belize Islands,Cabin in Caye Caulker · ★4.84 · 9 bedrooms · 2 beds · 2 baths,99,604999,Entire home/apt,17.73698,-88.02831,"17.73698,-88.02831",Belize
1635819,320,47,2023-08-09,Belize Islands,Home in Caye Caulker · ★4.91 · 3 bedrooms · 4 beds · 2 baths,131,8690154,Entire home/apt,17.7373,-88.02811,"17.7373,-88.02811",Belize
1707764,403,21,2023-07-25,Belize Islands,Condo in San Pedro · ★4.95 · 3 bedrooms · 5 beds · 2 baths,256,1120393,Entire home/apt,17.88981,-87.97981,"17.88981,-87.97981",Belize
1773770,131,43,2023-09-10,Belize Mainland,Place to stay in Belize City · ★4.51 · 2 bedrooms · 1 bed · 1 bath,365,9315171,Private room,17.504566,-88.196213,"17.504566,-88.196213",Belize
1798242,141,253,2023-09-02,Belize Islands,Guesthouse in Caye Caulker · ★4.89 · 1 bedroom · 1 bed · 1 bath,289,9430792,Entire home/apt,17.7477,-88.02395,"17.7477,-88.02395",Belize
1802882,179,9,2023-08-18,Belize Mainland,Boutique hotel in Ladyville  · ★5.0 · 1 bedroom · 2 beds · 1 private bath,365,9451825,Hotel room,17.55869,-88.28442,"17.55869,-88.28442",Belize
1847763,403,25,2023-09-11,Belize Islands,Condo in San Pedro · ★4.96 · 3 bedrooms · 4 beds · 2 baths,246,1120393,Entire home/apt,17.88981,-87.97981,"17.88981,-87.97981",Belize
1877094,403,26,2023-01-09,Belize Islands,Condo in San Pedro · ★4.77 · 3 bedrooms · 5 beds · 2 baths,266,1120393,Entire home/apt,17.88981,-87.97981,"17.88981,-87.97981",Belize
1923992,64,108,2023-09-03,Belize Islands,Rental unit in Caye Caulker · ★4.32 · 1 bedroom · 2 beds · 1 bath,337,9968080,Entire home/apt,17.743173599243164,-88.0242691040039,"17.743173599243164,-88.0242691040039",Belize
1943235,60,2,2019-04-30,Stann Creek Mainland,Home in Placencia · 1 bedroom · 1 bed · 1 bath,0,10051420,Entire home/apt,16.50925,-88.37182,"16.50925,-88.37182",Belize
1958217,322,28,2023-06-16,Belize Islands,Condo in San Pedro · ★5.0 · 1 bedroom · 2 beds · 1 bath,216,1120393,Entire home/apt,17.88981,-87.97981,"17.88981,-87.97981",Belize
1959706,403,40,2023-08-04,Belize Islands,Condo in San Pedro · ★4.95 · 3 bedrooms · 5 beds · 2 baths,220,1120393,Entire home/apt,17.88981,-87.97981,"17.88981,-87.97981",Belize
1982878,179,70,2023-06-23,Belize Mainland,Boutique hotel in Belize City · ★4.91 · 1 bedroom · 2 beds · 1 private bath,360,9451825,Hotel room,17.5581,-88.28584,"17.5581,-88.28584",Belize
2050451,318,24,2023-03-13,Belize Islands,Aparthotel in Caye Caulker · ★4.92 · 3 bedrooms · 2 beds · 1 private bath,156,6334784,Hotel room,17.73823,-88.02852,"17.73823,-88.02852",Belize
2060320,151,51,2020-03-09,Belize Islands,Rental unit in Caye Caulker · ★4.76 · 1 bedroom · 1 bed · 1 bath,0,10546084,Entire home/apt,17.74053,-88.02483,"17.74053,-88.02483",Belize
2095863,403,0,,Toledo Mainland,Home in Punta Gorda · 3 bedrooms · 4 beds · 3.5 baths,0,10691980,Entire home/apt,16.09454,-88.92282,"16.09454,-88.92282",Belize
2097898,611,4,2018-11-05,Belize Mainland,Villa in Maskall Village Belize District · ★3.67 · 2 bedrooms · 2 beds · 3 baths,265,10700587,Entire home/apt,17.89962,-88.32709,"17.89962,-88.32709",Belize
2159828,75,9,2022-02-01,Cayo,Guest suite in Belmopan · ★4.67 · 1 bedroom · 1 bed · 1 private bath,175,2066467,Private room,17.25046,-88.76157,"17.25046,-88.76157",Belize
2208686,683,1,2017-01-18,Belize Mainland,Bungalow in Belize · 2 bedrooms · 2 beds · 1 bath,265,10700587,Entire home/apt,17.91385,-88.34251,"17.91385,-88.34251",Belize
2278939,282,23,2023-06-11,Belize Islands,Home in Caye Caulker · ★4.43 · 1 bedroom · 1 bed · 1 bath,320,380888,Entire home/apt,17.72996,-88.03779,"17.72996,-88.03779",Belize
2303896,215,15,2023-03-25,Stann Creek Mainland,Serviced apartment in Placencia · ★4.87 · 1 bedroom · 1 bed · 1 bath,199,733857,Entire home/apt,16.5253,-88.37041,"16.5253,-88.37041",Belize
2413466,322,12,2022-09-30,Belize Islands,Condo in San Pedro · ★5.0 · 1 bedroom · 2 beds · 1 bath,269,1120393,Entire home/apt,17.89048,-87.97984,"17.89048,-87.97984",Belize
2419476,403,12,2023-07-25,Belize Islands,Condo in San Pedro · ★4.75 · 3 bedrooms · 4 beds · 2 baths,204,1120393,Entire home/apt,17.89115,-87.97997,"17.89115,-87.97997",Belize
2451606,913,2,2019-03-09,Belize Islands,Villa in San Pedro · 3 bedrooms · 5 beds · 2 baths,363,12535449,Entire home/apt,17.87938,-87.99514,"17.87938,-87.99514",Belize
2471874,202,9,2023-07-18,Belize Mainland,Rental unit in Belize City · ★4.89 · 1 bedroom · 2 beds · 1 bath,179,2917510,Entire home/apt,17.5099,-88.2256,"17.5099,-88.2256",Belize
2473882,138,73,2023-09-05,Cayo,Cabin in San Ignacio · ★4.67 · 1 bedroom · 1 bed · 1 bath,0,817242,Private room,17.16541,-89.0701,"17.16541,-89.0701",Belize
2526081,333,18,2023-07-07,Stann Creek Mainland,Home in Hopkins · ★4.78 · 2 bedrooms · 2 beds · 1 bath,287,12934670,Entire home/apt,16.86145,-88.28379,"16.86145,-88.28379",Belize
2559009,202,96,2023-07-31,Belize Islands,Rental unit in Caye Caulker · ★4.86 · 3 bedrooms · 6 beds · 2 baths,230,13100806,Entire home/apt,17.736036,-88.02671,"17.736036,-88.02671",Belize
2559733,202,55,2023-08-09,Belize Islands,Rental unit in Caye Caulker · ★4.85 · 2 bedrooms · 4 beds · 1 bath,268,13100806,Entire home/apt,17.736036,-88.02671,"17.736036,-88.02671",Belize
2597828,403,22,2023-08-17,Belize Islands,Condo in San Pedro · ★5.0 · 2 bedrooms · 5 beds · 2 baths,232,1120393,Entire home/apt,17.89207,-87.97903,"17.89207,-87.97903",Belize
2607709,403,46,2023-08-30,Belize Islands,Condo in San Pedro · ★4.93 · 3 bedrooms · 6 beds · 2 baths,163,1120393,Entire home/apt,17.89198,-87.97914,"17.89198,-87.97914",Belize
2617750,272,95,2023-08-11,Belize Mainland,Bed and breakfast in Belize City · ★4.79 · 8 bedrooms · 1 bed · 1 bath,317,13406334,Private room,17.51494,-88.21504,"17.51494,-88.21504",Belize
2677601,322,21,2023-04-17,Stann Creek Mainland,Villa in Placencia · ★4.43 · 2 bedrooms · 5 beds · 2 baths,265,1512929,Entire home/apt,16.53013,-88.36113,"16.53013,-88.36113",Belize
2746814,252,152,2023-08-26,Belize Islands,Rental unit in Caye Caulker · ★4.94 · Studio · 2 beds · 1 bath,318,14053182,Entire home/apt,17.73634,-88.02801,"17.73634,-88.02801",Belize
2751904,252,129,2023-05-12,Belize Islands,Rental unit in Caye Caulker · ★4.95 · Studio · 2 beds · 1 bath,337,14053182,Entire home/apt,17.73585,-88.02804,"17.73585,-88.02804",Belize
2752709,141,47,2023-05-17,Stann Creek Mainland,Cabin in Hopkins · ★4.74 · 1 bedroom · 10 beds · 6 baths,365,14080482,Private room,16.85295,-88.28037,"16.85295,-88.28037",Belize
2811841,242,136,2023-09-01,Belize Islands,Rental unit in Caye Caulker · ★4.94 · Studio · 2 beds · 1 bath,327,14053182,Entire home/apt,17.73634,-88.02801,"17.73634,-88.02801",Belize
2947838,179,105,2023-08-09,Stann Creek Mainland,Rental unit in Placencia · ★4.94 · 1 bedroom · 1 bed · 1 bath,218,15048631,Entire home/apt,16.5207,-88.37208,"16.5207,-88.37208",Belize
2967946,202,107,2023-09-17,Belize Islands,Rental unit in Caye Caulker · ★4.87 · 3 bedrooms · 6 beds · 2 baths,205,13100806,Entire home/apt,17.736036,-88.02671,"17.736036,-88.02671",Belize
3075450,131,25,2023-09-01,Belize Mainland,Place to stay in Belize City · ★4.28 · 1 bedroom · 1 bed · 1 private bath,365,9315171,Private room,17.51481,-88.22116,"17.51481,-88.22116",Belize
3220246,95,123,2023-04-08,Belize Islands,Rental unit in Caye Caulker · ★4.22 · 1 bedroom · 2 beds · 1 bath,0,9968080,Entire home/apt,17.74357,-88.025,"17.74357,-88.025",Belize
3307135,403,1,2018-12-17,Belize Islands,Condo in San Pedro · 2 bedrooms · 5 beds · 2 baths,259,1120393,Entire home/apt,17.8922,-87.97889,"17.8922,-87.97889",Belize
3440100,77,114,2023-03-27,Belize Islands,Rental unit in Caye Caulker · ★4.29 · 1 bedroom · 2 beds · 1 bath,358,9968080,Entire home/apt,17.743789672851562,-88.0241928100586,"17.743789672851562,-88.0241928100586",Belize
3594049,179,56,2023-07-02,Orange Walk,"Cabin in Orange Walk, Belize · ★4.80 · 2 bedrooms · 3 beds · 1 bath",319,18105807,Entire home/apt,18.06982,-88.55494,"18.06982,-88.55494",Belize
3702090,1449,47,2023-09-13,Belize Islands,Home in San Pedro · ★4.91 · 6 bedrooms · 7 beds · 6.5 baths,270,8003973,Entire home/apt,17.92407,-87.98185,"17.92407,-87.98185",Belize
3704445,206,215,2023-07-16,Belize Islands,Rental unit in Caye Caulker · ★4.92 · 1 bedroom · 2 beds · 1 bath,350,14053182,Entire home/apt,17.73634,-88.02801,"17.73634,-88.02801",Belize
3789407,333,28,2023-01-17,Belize Islands,Boutique hotel in San Pedro Town · ★4.79 · 1 bedroom · 2 beds · 1 private bath,297,19450284,Private room,17.91994,-87.96015,"17.91994,-87.96015",Belize
3849201,97,127,2020-02-28,Cayo,Home in San Ignacio · ★4.63 · 1 bedroom · 2 beds · 1 bath,0,817242,Private room,17.16411,-89.0691,"17.16411,-89.0691",Belize
3904267,158,97,2023-08-13,Belize Islands,Cabin in Caye Caulker · ★4.82 · 1 bedroom · 1 bed · 1 bath,253,604999,Entire home/apt,17.73696,-88.02821,"17.73696,-88.02821",Belize
3905945,160,98,2023-08-09,Belize Islands,Cabin in Caye Caulker Village · ★4.86 · 1 bedroom · 1 bed · 1 bath,255,604999,Entire home/apt,17.73609,-88.02876,"17.73609,-88.02876",Belize
3930450,410,30,2023-04-05,Cayo,Bungalow in San Ignacio · ★4.23 · 2 bedrooms · 3 beds · 1 bath,0,817242,Entire home/apt,17.1639,-89.06947,"17.1639,-89.06947",Belize
4006269,219,25,2023-07-08,Stann Creek Mainland,Home in Placencia · ★4.36 · 2 bedrooms · 3 beds · 1 bath,256,261868426,Entire home/apt,16.62038,-88.35272,"16.62038,-88.35272",Belize
4061124,91,36,2023-07-14,Belize Mainland,Rental unit in Belize City · ★4.69 · 1 bedroom · 1 bed · 1 bath,365,21064904,Entire home/apt,17.58865,-88.32041,"17.58865,-88.32041",Belize
4121595,151,191,2023-08-20,Belize Islands,Bungalow in caye caulker · ★4.80 · 2 bedrooms · 2 beds · 1 bath,337,2267459,Entire home/apt,17.7415,-88.02691,"17.7415,-88.02691",Belize
4121839,101,102,2023-08-20,Belize Islands,Bungalow in Caye Caulker · ★4.57 · 1 bedroom · 1 bed · 1 bath,249,2267459,Entire home/apt,17.73767,-88.02804,"17.73767,-88.02804",Belize
4172736,200,106,2023-08-04,Stann Creek Mainland,Rental unit in Placencia · ★4.88 · 1 bedroom · 1 bed · 1 bath,196,15048631,Entire home/apt,16.52076,-88.3721,"16.52076,-88.3721",Belize
4190986,218,11,2023-07-09,Stann Creek Mainland,Home in Hopkins · ★4.73 · 1 bedroom · 1 bed · 1 bath,296,12934670,Entire home/apt,16.85972,-88.28187,"16.85972,-88.28187",Belize
4208385,806,10,2023-06-16,Belize Islands,Condo in San Pedro · ★5.0 · 6 bedrooms · 7 beds · 4 baths,276,1120393,Entire home/apt,17.89232,-87.9789,"17.89232,-87.9789",Belize
4224906,804,27,2023-07-27,Stann Creek Mainland,Villa in Placencia · ★4.93 · 3 bedrooms · 4 beds · 3 baths,260,10998068,Entire home/apt,16.65661,-88.31202,"16.65661,-88.31202",Belize
4262174,151,28,2023-05-08,Stann Creek Mainland,Rental unit in Maya Beach · ★4.86 · 1 bedroom · 1 bed · 1 bath,269,22121955,Entire home/apt,16.61048,-88.35514,"16.61048,-88.35514",Belize
4304743,50,1,2020-02-10,Cayo,Farm stay in Unitedville · 1 bedroom · 14 beds · 1 shared bath,56,2084006,Shared room,17.214599609375,-88.9488754272461,"17.214599609375,-88.9488754272461",Belize
4376821,202,8,2020-03-19,Stann Creek Mainland,Guest suite in Hopkins · ★5.0 · Studio · 2 beds · 1 shared bath,169,22501021,Private room,16.86668,-88.28469,"16.86668,-88.28469",Belize
4377801,232,5,2020-02-18,Stann Creek Mainland,Guest suite in Hopkins · ★4.60 · 2 bedrooms · 3 beds · 1 private bath,172,22501021,Private room,16.86906,-88.28539,"16.86906,-88.28539",Belize
4416397,111,242,2023-08-31,Cayo,Treehouse in Bullet Tree Falls · ★4.89 · 1 bedroom · 1 bed · 2 shared baths,323,22923135,Private room,17.174,-89.10828,"17.174,-89.10828",Belize
4454404,372,17,2022-06-27,Belize Islands,Aparthotel in Caye Caulker · ★4.94 · 1 bedroom · 1 bed · 1 private bath,132,6334784,Hotel room,17.73529,-88.02708,"17.73529,-88.02708",Belize
4491461,312,34,2023-08-12,Belize Islands,Vacation home in Caye Caulker · ★4.55 · 1 bedroom · 1 bed · 1 bath,289,23299192,Entire home/apt,17.72935,-88.03591,"17.72935,-88.03591",Belize
4532384,260,123,2023-02-22,Cayo,Home in San Ignacio · ★4.95 · 2 bedrooms · 2 beds · 2 baths,315,23499058,Entire home/apt,17.17629,-89.09526,"17.17629,-89.09526",Belize
4628150,240,39,2023-01-12,Stann Creek Mainland,Boutique hotel in Hopkins · ★4.87 · 1 bedroom · 1 bed · 1 private bath,342,23969147,Private room,16.86099,-88.28348,"16.86099,-88.28348",Belize
4676589,77,190,2023-09-04,Cayo,Home in Santa Elena · ★4.97 · 1 bedroom · 3 beds · 1 shared bath,365,24187672,Private room,17.1582,-89.0673,"17.1582,-89.0673",Belize
4744010,131,96,2023-08-30,Belize Islands,Bed and breakfast in San Pedro · ★4.83 · 1 bedroom · 2 beds · 1 private bath,308,24272181,Hotel room,17.92457,-87.96047,"17.92457,-87.96047",Belize
4764996,185,79,2023-09-09,Belize Islands,Aparthotel in Caye Caulker · ★4.90 · 1 bedroom · 1 bed · 1 private bath,161,6334784,Hotel room,17.73588,-88.02691,"17.73588,-88.02691",Belize
4774977,353,14,2023-07-08,Belize Islands,Vacation home in Caye Caulker · ★4.83 · 1 bedroom · 1 bed · 1 bath,155,23299192,Entire home/apt,17.72874895662261,-88.03573549391315,"17.72874895662261,-88.03573549391315",Belize
4853657,512,31,2023-06-26,Stann Creek Mainland,Home in Placencia · ★4.87 · 3 bedrooms · 3 beds · 3.5 baths,98,24970020,Entire home/apt,16.65949,-88.31157,"16.65949,-88.31157",Belize
4865826,101,135,2020-03-11,Belize Islands,Guesthouse in Caye Caulker · ★4.64 · Studio · 1 bath,0,2134916,Entire home/apt,17.73986,-88.02494,"17.73986,-88.02494",Belize
4869137,1804,243,2023-08-26,Stann Creek Mainland,Island in Placiencia Villa · ★4.98 · 4 bedrooms · 6 beds · 4 baths,148,25046376,Entire home/apt,16.508806,-88.361444,"16.508806,-88.361444",Belize
4880194,5432,0,,Cayo,Boutique hotel in Bullet Tree Falls · 1 bedroom · 11 beds · 8 baths,365,25105475,Private room,17.16794,-89.1185,"17.16794,-89.1185",Belize
4936432,60,18,2022-01-27,Belize Mainland,Rental unit in Belize City · ★4.33 · 1 bedroom · 4 beds · 1 shared bath,365,9315171,Shared room,17.5064,-88.21745,"17.5064,-88.21745",Belize
4974742,667,12,2023-01-05,Belize Islands,Home in San Pedro · ★4.75 · 4 bedrooms · 4 beds · 2 baths,206,25643683,Entire home/apt,17.87862,-87.99524,"17.87862,-87.99524",Belize
4997035,119,238,2023-09-09,Belize Islands,Guest suite in San Pedro · ★4.84 · 1 bedroom · 1 bed · 1 private bath,363,3726010,Private room,17.910724639892578,-87.97432708740234,"17.910724639892578,-87.97432708740234",Belize
5036440,403,91,2023-04-13,Belize Islands,Bed and breakfast in San Pedro · ★4.96 · 1 bedroom · 1 bed · 1 bath,309,25998251,Hotel room,17.9408,-87.94735,"17.9408,-87.94735",Belize
5081251,151,82,2023-03-01,Belize Mainland,Rental unit in Belize City · ★4.73 · 1 bedroom · 1 bed · 1 bath,149,8554313,Entire home/apt,17.51483,-88.22391,"17.51483,-88.22391",Belize
5094589,151,3,2023-08-20,Belize Mainland,"Home in Hattieville Village, Belize District · ★4.0 · 3 bedrooms · 7 beds · 1 bath",354,26323792,Entire home/apt,17.43785,-88.4056,"17.43785,-88.4056",Belize
5146251,166,0,,Cayo,Cabin in Unitedville · 1 bedroom · 1 bed · 1 bath,0,2084006,Private room,17.213287353515625,-88.94599914550781,"17.213287353515625,-88.94599914550781",Belize
5261351,286,80,2023-05-06,Cayo,Nature lodge in Belmopan · ★4.82 · 1 bedroom · 3 beds · 1 private bath,309,27234580,Private room,17.16087,-88.67776,"17.16087,-88.67776",Belize
5267333,310,17,2023-07-16,Cayo,Place to stay in Belmopan · ★4.29 · 2 bedrooms · 5 beds · 1 bath,305,27234580,Entire home/apt,17.1609,-88.6775,"17.1609,-88.6775",Belize
5305836,200,64,2023-07-18,Stann Creek Mainland,Rental unit in Placencia · ★4.94 · 1 bedroom · 1 bed · 1 bath,243,15048631,Entire home/apt,16.52141,-88.37087,"16.52141,-88.37087",Belize
5371049,107,33,2023-07-24,Belize Islands,Rental unit in San Pedro · ★4.87 · 1 bedroom · 1 bed · 1 bath,237,27842054,Entire home/apt,17.9128,-87.96898,"17.9128,-87.96898",Belize
5477090,232,1,2017-02-10,Cayo,Bed and breakfast in Teakettle · 1 bedroom · 1 bed · 1 bath,0,28403527,Private room,17.24467,-88.86058,"17.24467,-88.86058",Belize
5499931,110,136,2023-09-02,Belize Islands,Condo in Caye Caulker · ★4.51 · 1 bedroom · 2 beds · 1 bath,274,9968080,Entire home/apt,17.74154281616211,-88.02420806884766,"17.74154281616211,-88.02420806884766",Belize
5531325,635,43,2023-08-15,Belize Islands,Resort in San Pedro · ★4.72 · 1 bedroom · 4 beds · 2 baths,0,28461667,Private room,17.90618,-87.9738,"17.90618,-87.9738",Belize
5557762,435,70,2023-03-27,Belize Islands,Bed and breakfast in San Pedro · ★4.97 · 1 bedroom · 1 bed · 1 private bath,317,25998251,Hotel room,17.94331,-87.94734,"17.94331,-87.94734",Belize
5558925,403,83,2023-03-05,Belize Islands,Bed and breakfast in San Pedro · ★4.92 · 1 bedroom · 1 bed · 1 bath,287,25998251,Hotel room,17.94294,-87.94646,"17.94294,-87.94646",Belize
