id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36690,Tiny home in Caye Caulker · ★4.82 · 1 bed · 1 bath,157752,Monique,Belize,Belize Islands,17.74832,-88.02474,Entire home/apt,91,3,409,2023-09-20,2.56,4,165,39,
120115,Condo in Caye Caulker Village  · ★4.85 · 2 bedrooms · 2 beds · 2 baths,604999,Bobbi,Belize,Belize Islands,17.74166,-88.02395,Entire home/apt,603,1,56,2023-05-20,0.71,30,235,14,
120116,Home in Caye Caulker Village  · ★4.57 · 1 bedroom · 1 bed · 1 bath,604999,Bobbi,Belize,Belize Islands,17.73644,-88.02858,Entire home/apt,139,2,70,2023-08-18,0.76,30,288,13,
152512,Serviced apartment in Placencia · ★4.86 · 1 bedroom · 1 bed · 1 bath,733857,Jacqueline Ann,Stann Creek,Stann Creek Mainland,16.52693,-88.36864,Entire home/apt,171,7,71,2023-05-24,0.49,5,99,3,
152922,Home in Belmopan · ★4.55 · 1 bedroom · 1 bed · 1 private bath,735525,Jennifer,Cayo,Cayo,17.25428,-88.76771,Private room,52,1,11,2019-12-14,0.12,1,364,0,
171294,Place to stay in San Ignacio · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,817242,Michael,Cayo,Cayo,17.16427,-89.06909,Private room,280,1,43,2023-04-19,0.37,11,0,1,
171301,Hut in San Ignacio · ★4.57 · 1 bedroom · 2 beds · 1 bath,817242,Michael,Cayo,Cayo,17.16435,-89.06896,Entire home/apt,176,1,106,2023-05-09,0.91,11,0,7,
179190,Hotel in Caye Caulker · ★4.95 · 1 bedroom · 2 beds · 1 private bath,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Private room,206,1,111,2022-02-22,0.76,14,217,0,
182596,Hotel in Caye Caulker · ★4.91 · 1 bedroom · 2 beds · 1 bath,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Private room,206,1,148,2023-03-20,1.04,14,282,1,
182610,Hotel in Caye Caulker · ★4.96 · 1 bedroom · 2 beds · 1 bath,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Private room,300,1,136,2023-03-07,0.97,14,290,1,
183285,Hotel in Caye Caulker · ★4.87 · 1 bedroom · 2 beds · 1 private bath,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Private room,206,1,47,2020-02-29,0.33,14,171,0,
183332,Hotel in Caye Caulker · ★4.67 · 1 bedroom · 2 beds · 1 private bath,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Private room,377,1,9,2022-02-01,0.06,14,222,0,
215095,Home in Seine Bight · ★4.92 · 3 bedrooms · 7 beds · 2 baths,1110584,Holly,Stann Creek,Stann Creek Mainland,16.57648,-88.36633,Entire home/apt,401,2,14,2022-07-02,0.10,1,4,0,
238685,Hotel in Caye Caulker · ★5.0 · 1 bedroom · 2 beds · 1 private bath,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Private room,377,1,10,2022-08-02,0.08,14,220,0,
245523,Hotel in Caye Caulker · ★4.95 · 1 bedroom · 2 beds · 1 private bath,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Private room,349,1,19,2023-02-10,0.14,14,264,2,
254291,Home in Placencia · ★4.71 · 1 bedroom · 2 beds · 1 bath,1512929,Andrea,Stann Creek,Stann Creek Mainland,16.53274035676609,-88.35956491917749,Entire home/apt,148,1,143,2023-09-12,1.04,4,277,16,
261882,Bungalow in Placencia · ★4.80 · 1 bedroom · 4 beds · 1 bath,1512929,Andrea,Stann Creek,Stann Creek Mainland,16.531676726026667,-88.3604321000235,Entire home/apt,139,1,185,2023-07-27,1.31,4,336,13,
308361,Bed and breakfast in Belmopan · ★4.89 · 1 bedroom · 1 bed · 1 private bath,1586187,Jorge Omar,Cayo,Cayo,17.25719,-88.77812,Private room,210,1,9,2023-03-07,0.08,1,357,2,
332447,Hotel in Caye Caulker · ★4.86 · 1 bedroom · 1 bed · 1 private bath,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Private room,236,1,102,2023-03-19,0.73,14,261,1,
419134,Cabin in Unitedville‎ · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,2084006,Lower Dover Jungle Lodge,Cayo,Cayo,17.208763122558594,-88.94560241699219,Private room,135,1,25,2023-05-13,0.22,5,87,4,
580189,Treehouse in Burrell Boom · ★4.70 · 2 bedrooms · 2 beds · 1 bath,190152663,Shanna,Belize,Belize Mainland,17.57331,-88.39648,Entire home/apt,112,1,179,2023-07-29,1.38,2,255,27,
591211,Rental unit in Belize City · ★4.90 · 1 bedroom · 2 beds · 1 bath,2917510,Carolyn,Belize,Belize Mainland,17.51173,-88.22397,Entire home/apt,161,2,31,2023-03-02,0.24,6,364,5,
597282,Cottage in Caye Caulker · ★4.79 · Studio · 2 beds · 1 bath,157752,Monique,Belize,Belize Islands,17.7361,-88.02777,Entire home/apt,101,3,225,2023-09-02,1.73,4,149,18,
601962,Serviced apartment in Placencia · ★4.83 · 2 bedrooms · 2 beds · 2 baths,733857,Jacqueline Ann,Stann Creek,Stann Creek Mainland,16.52566,-88.37085,Entire home/apt,247,7,53,2023-03-04,0.42,5,134,3,
736308,Home in Corozal · ★4.79 · 1 bedroom · 4 beds · 1 bath,3843219,Pernell,Corozal,Corozal,18.32931,-88.32932,Entire home/apt,373,2,40,2023-06-11,0.34,1,328,1,
788130,Home in Belize City · ★4.89 · 4 bedrooms · 5 beds · 2 baths,2917510,Carolyn,Belize,Belize Mainland,17.51103,-88.22488,Entire home/apt,403,1,100,2023-09-12,0.98,6,80,22,
819238,Hotel in Belize City · ★5.0 · 1 bedroom · 1 bed · 1 private bath,857431,Colinda,Belize,Belize Islands,17.73653,-88.02639,Private room,300,1,11,2022-04-07,0.09,14,269,0,
819686,Hotel in Caye Caulker · ★4.80 · 1 bedroom · 1 bed · 1 private bath,857431,Colinda,Belize,Belize Islands,17.73577,-88.02667,Private room,262,1,11,2022-07-03,0.09,14,286,0,
985520,Bungalow in Caye Caulker · ★4.75 · 2 bedrooms · 2 beds · 2 baths,2267459,Tropical Dreams,Belize,Belize Islands,17.7409,-88.02666,Entire home/apt,151,2,250,2023-09-03,2.12,4,289,25,
1035815,Vacation home in Placencia · 2 bedrooms · 4 beds · 3 baths,5701805,Martin,Stann Creek,Stann Creek Mainland,16.51452,-88.36767,Entire home/apt,1199,6,0,,,1,330,0,
1051976,Home in Belize City · ★4.88 · 3 bedrooms · 3 beds · 2.5 baths,5792357,Teresita,Belize,Belize Mainland,17.4899,-88.18759,Entire home/apt,232,2,108,2023-09-15,1.02,1,346,23,
1111731,Boat in Belize City · 3 bedrooms · 3 beds · 3 baths,6101757,Clifford,Belize,Belize Mainland,17.47097,-88.24955,Entire home/apt,3678,4,0,,,3,0,0,
1134575,Rental unit in Belize · ★4.51 · 1 bedroom · 1 bed · 1 bath,911311,Hilda,Belize,Belize Islands,17.73951,-88.03293,Entire home/apt,81,1,197,2023-05-06,1.58,12,342,12,
1134718,Rental unit in Belize · ★4.61 · 1 bedroom · 1 bed · 1 bath,911311,Hilda,Belize,Belize Islands,17.73951,-88.03293,Entire home/apt,91,1,145,2023-08-03,1.18,12,209,22,
1135021,Rental unit in Belize · ★4.46 · 1 bedroom · 1 bed · 1 bath,911311,Hilda,Belize,Belize Islands,17.73951,-88.03293,Entire home/apt,91,365,176,2023-04-04,1.39,12,361,14,
1135078,Rental unit in Belize · ★4.36 · 1 bedroom · 1 bed · 1 bath,911311,Hilda,Belize,Belize Islands,17.73951,-88.03293,Entire home/apt,81,1,157,2023-04-24,1.30,12,361,10,
1155995,Aparthotel in Caye Caulker · ★4.63 · 1 bedroom · 1 bed · 1 private bath,6334784,Tom,Belize,Belize Islands,17.73727,-88.02978,Hotel room,211,1,19,2023-03-15,0.15,12,161,2,
1177282,Home in Copper Bank · ★4.84 · 2 bedrooms · 2 beds · 1 bath,89385464,Tradewinds,Corozal,Corozal,18.32853,-88.32882,Entire home/apt,433,2,40,2023-01-02,0.32,3,281,1,
1187309,Rental unit in Belize City · ★4.87 · 2 bedrooms · 2 beds · 2 baths,2917510,Carolyn,Belize,Belize Mainland,17.50913,-88.22399,Entire home/apt,262,1,31,2023-05-24,0.37,6,151,7,
1305154,Rental unit in Caye Caulker · ★4.96 · Studio · 2 beds · 1 bath,727841,Hilary & Pike,Belize,Belize Islands,17.73786,-88.02817,Entire home/apt,157,3,224,2023-08-25,1.88,3,91,31,
1307280,Rental unit in Caye Caulker · ★4.96 · Studio · 2 beds · 1 bath,727841,Hilary & Pike,Belize,Belize Islands,17.73791,-88.02814,Entire home/apt,157,3,261,2023-08-28,2.21,3,83,31,
1432085,Home in Caye Caulker · ★4.91 · 2 bedrooms · 2 beds · 1 bath,604999,Bobbi,Belize,Belize Islands,17.73675,-88.0285,Entire home/apt,266,2,99,2023-07-08,0.89,30,264,10,
1443152,Guesthouse in San Pedro · ★4.82 · 1 bedroom · 2 beds · 1 bath,3726010,Diana,Belize,Belize Islands,17.910810470581055,-87.97423553466797,Entire home/apt,203,1,274,2023-08-06,2.28,7,361,12,
1503151,Aparthotel in Caye Caulker · ★4.81 · 2 bedrooms · 2 beds · 1 private bath,6334784,Tom,Belize,Belize Islands,17.73705,-88.02773,Hotel room,246,2,26,2023-06-29,0.25,12,137,1,
1557575,Rental unit in San Ignacio · ★4.83 · 2 bedrooms · 3 beds · 1 bath,2556131,Shamera,Cayo,Cayo,17.15518,-89.07004,Entire home/apt,131,2,18,2022-11-27,0.28,2,269,2,
1572640,Cabin in Caye Caulker · ★4.84 · 9 bedrooms · 2 beds · 2 baths,604999,Bobbi,Belize,Belize Islands,17.73698,-88.02831,Entire home/apt,260,2,87,2023-08-10,0.85,30,99,16,
1635819,Home in Caye Caulker · ★4.91 · 3 bedrooms · 4 beds · 2 baths,8690154,J. David,Belize,Belize Islands,17.7373,-88.02811,Entire home/apt,320,2,47,2023-08-09,0.53,1,131,7,
1707764,Condo in San Pedro · ★4.95 · 3 bedrooms · 5 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,403,3,21,2023-07-25,0.20,29,256,8,
1773770,Place to stay in Belize City · ★4.51 · 2 bedrooms · 1 bed · 1 bath,9315171,Julia,Belize,Belize Mainland,17.504566,-88.196213,Private room,131,1,43,2023-09-10,0.37,6,365,4,
1798242,Guesthouse in Caye Caulker · ★4.89 · 1 bedroom · 1 bed · 1 bath,9430792,Chila,Belize,Belize Islands,17.7477,-88.02395,Entire home/apt,141,3,253,2023-09-02,2.13,3,289,17,
1802882,Boutique hotel in Ladyville  · ★5.0 · 1 bedroom · 2 beds · 1 private bath,9451825,Erin,Belize,Belize Mainland,17.55869,-88.28442,Hotel room,179,1,9,2023-08-18,0.08,6,365,3,
1847763,Condo in San Pedro · ★4.96 · 3 bedrooms · 4 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,403,3,25,2023-09-11,0.26,29,246,11,
1877094,Condo in San Pedro · ★4.77 · 3 bedrooms · 5 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,403,3,26,2023-01-09,0.23,29,266,1,
1923992,Rental unit in Caye Caulker · ★4.32 · 1 bedroom · 2 beds · 1 bath,9968080,Alexis & Scott,Belize,Belize Islands,17.743173599243164,-88.0242691040039,Entire home/apt,64,1,108,2023-09-03,0.91,8,337,18,
1943235,Home in Placencia · 1 bedroom · 1 bed · 1 bath,10051420,Lynne,Stann Creek,Stann Creek Mainland,16.50925,-88.37182,Entire home/apt,60,30,2,2019-04-30,0.02,1,0,0,
1958217,Condo in San Pedro · ★5.0 · 1 bedroom · 2 beds · 1 bath,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,322,3,28,2023-06-16,0.27,29,216,6,
1959706,Condo in San Pedro · ★4.95 · 3 bedrooms · 5 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,403,3,40,2023-08-04,0.35,29,220,8,
1982878,Boutique hotel in Belize City · ★4.91 · 1 bedroom · 2 beds · 1 private bath,9451825,Erin,Belize,Belize Mainland,17.5581,-88.28584,Hotel room,179,1,70,2023-06-23,0.60,6,360,9,
2050451,Aparthotel in Caye Caulker · ★4.92 · 3 bedrooms · 2 beds · 1 private bath,6334784,Tom,Belize,Belize Islands,17.73823,-88.02852,Hotel room,318,3,24,2023-03-13,0.21,12,156,4,
2060320,Rental unit in Caye Caulker · ★4.76 · 1 bedroom · 1 bed · 1 bath,10546084,Michele,Belize,Belize Islands,17.74053,-88.02483,Entire home/apt,151,2,51,2020-03-09,0.44,8,0,0,
2095863,Home in Punta Gorda · 3 bedrooms · 4 beds · 3.5 baths,10691980,Christopher,Toledo,Toledo Mainland,16.09454,-88.92282,Entire home/apt,403,2,0,,,1,0,0,
2097898,Villa in Maskall Village Belize District · ★3.67 · 2 bedrooms · 2 beds · 3 baths,10700587,Franziska,Belize,Belize Mainland,17.89962,-88.32709,Entire home/apt,611,1,4,2018-11-05,0.05,2,265,0,
2159828,Guest suite in Belmopan · ★4.67 · 1 bedroom · 1 bed · 1 private bath,2066467,Marta,Cayo,Cayo,17.25046,-88.76157,Private room,75,7,9,2022-02-01,0.08,2,175,0,
2208686,Bungalow in Belize · 2 bedrooms · 2 beds · 1 bath,10700587,Franziska,Belize,Belize Mainland,17.91385,-88.34251,Entire home/apt,683,1,1,2017-01-18,0.01,2,265,0,
2278939,Home in Caye Caulker · ★4.43 · 1 bedroom · 1 bed · 1 bath,380888,Linda,Belize,Belize Islands,17.72996,-88.03779,Entire home/apt,282,2,23,2023-06-11,0.20,1,320,1,
2303896,Serviced apartment in Placencia · ★4.87 · 1 bedroom · 1 bed · 1 bath,733857,Jacqueline Ann,Stann Creek,Stann Creek Mainland,16.5253,-88.37041,Entire home/apt,215,7,15,2023-03-25,0.16,5,199,2,
2413466,Condo in San Pedro · ★5.0 · 1 bedroom · 2 beds · 1 bath,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89048,-87.97984,Entire home/apt,322,3,12,2022-09-30,0.11,29,269,1,
2419476,Condo in San Pedro · ★4.75 · 3 bedrooms · 4 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89115,-87.97997,Entire home/apt,403,3,12,2023-07-25,0.11,29,204,3,
2451606,Villa in San Pedro · 3 bedrooms · 5 beds · 2 baths,12535449,Deb,Belize,Belize Islands,17.87938,-87.99514,Entire home/apt,913,3,2,2019-03-09,0.02,1,363,0,
2471874,Rental unit in Belize City · ★4.89 · 1 bedroom · 2 beds · 1 bath,2917510,Carolyn,Belize,Belize Mainland,17.5099,-88.2256,Entire home/apt,202,2,9,2023-07-18,0.08,6,179,3,
2473882,Cabin in San Ignacio · ★4.67 · 1 bedroom · 1 bed · 1 bath,817242,Michael,Cayo,Cayo,17.16541,-89.0701,Private room,138,1,73,2023-09-05,0.69,11,0,8,
2526081,Home in Hopkins · ★4.78 · 2 bedrooms · 2 beds · 1 bath,12934670,Mirko,Stann Creek,Stann Creek Mainland,16.86145,-88.28379,Entire home/apt,333,3,18,2023-07-07,0.26,2,287,7,
2559009,Rental unit in Caye Caulker · ★4.86 · 3 bedrooms · 6 beds · 2 baths,13100806,Velento,Belize,Belize Islands,17.736036,-88.02671,Entire home/apt,202,1,96,2023-07-31,0.84,19,230,5,
2559733,Rental unit in Caye Caulker · ★4.85 · 2 bedrooms · 4 beds · 1 bath,13100806,Velento,Belize,Belize Islands,17.736036,-88.02671,Entire home/apt,202,1,55,2023-08-09,0.48,19,268,9,
2597828,Condo in San Pedro · ★5.0 · 2 bedrooms · 5 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89207,-87.97903,Entire home/apt,403,3,22,2023-08-17,0.21,29,232,5,
2607709,Condo in San Pedro · ★4.93 · 3 bedrooms · 6 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89198,-87.97914,Entire home/apt,403,3,46,2023-08-30,0.45,29,163,9,
2617750,Bed and breakfast in Belize City · ★4.79 · 8 bedrooms · 1 bed · 1 bath,13406334,Francoise,Belize,Belize Mainland,17.51494,-88.21504,Private room,272,1,95,2023-08-11,0.83,8,317,3,
2677601,Villa in Placencia · ★4.43 · 2 bedrooms · 5 beds · 2 baths,1512929,Andrea,Stann Creek,Stann Creek Mainland,16.53013,-88.36113,Entire home/apt,322,2,21,2023-04-17,0.19,4,265,4,
2746814,Rental unit in Caye Caulker · ★4.94 · Studio · 2 beds · 1 bath,14053182,Luciana,Belize,Belize Islands,17.73634,-88.02801,Entire home/apt,252,2,152,2023-08-26,1.43,4,318,29,
2751904,Rental unit in Caye Caulker · ★4.95 · Studio · 2 beds · 1 bath,14053182,Luciana,Belize,Belize Islands,17.73585,-88.02804,Entire home/apt,252,2,129,2023-05-12,1.16,4,337,10,
2752709,Cabin in Hopkins · ★4.74 · 1 bedroom · 10 beds · 6 baths,14080482,Emily Peggy,Stann Creek,Stann Creek Mainland,16.85295,-88.28037,Private room,141,2,47,2023-05-17,0.42,1,365,4,
2811841,Rental unit in Caye Caulker · ★4.94 · Studio · 2 beds · 1 bath,14053182,Luciana,Belize,Belize Islands,17.73634,-88.02801,Entire home/apt,242,2,136,2023-09-01,1.20,4,327,15,
2947838,Rental unit in Placencia · ★4.94 · 1 bedroom · 1 bed · 1 bath,15048631,Nicole,Stann Creek,Stann Creek Mainland,16.5207,-88.37208,Entire home/apt,179,3,105,2023-08-09,1.03,3,218,15,
2967946,Rental unit in Caye Caulker · ★4.87 · 3 bedrooms · 6 beds · 2 baths,13100806,Velento,Belize,Belize Islands,17.736036,-88.02671,Entire home/apt,202,1,107,2023-09-17,0.94,19,205,18,
3075450,Place to stay in Belize City · ★4.28 · 1 bedroom · 1 bed · 1 private bath,9315171,Julia,Belize,Belize Mainland,17.51481,-88.22116,Private room,131,1,25,2023-09-01,0.23,6,365,5,
3220246,Rental unit in Caye Caulker · ★4.22 · 1 bedroom · 2 beds · 1 bath,9968080,Alexis & Scott,Belize,Belize Islands,17.74357,-88.025,Entire home/apt,95,1,123,2023-04-08,1.10,8,0,5,
3307135,Condo in San Pedro · 2 bedrooms · 5 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.8922,-87.97889,Entire home/apt,403,3,1,2018-12-17,0.02,29,259,0,
3440100,Rental unit in Caye Caulker · ★4.29 · 1 bedroom · 2 beds · 1 bath,9968080,Alexis & Scott,Belize,Belize Islands,17.743789672851562,-88.0241928100586,Entire home/apt,77,1,114,2023-03-27,1.01,8,358,4,
3594049,"Cabin in Orange Walk, Belize · ★4.80 · 2 bedrooms · 3 beds · 1 bath",18105807,Orlando,Orange Walk,Orange Walk,18.06982,-88.55494,Entire home/apt,179,1,56,2023-07-02,0.53,3,319,9,
3702090,Home in San Pedro · ★4.91 · 6 bedrooms · 7 beds · 6.5 baths,8003973,Corrina,Belize,Belize Islands,17.92407,-87.98185,Entire home/apt,1449,3,47,2023-09-13,0.49,15,270,6,
3704445,Rental unit in Caye Caulker · ★4.92 · 1 bedroom · 2 beds · 1 bath,14053182,Luciana,Belize,Belize Islands,17.73634,-88.02801,Entire home/apt,206,2,215,2023-07-16,2.01,4,350,27,
3789407,Boutique hotel in San Pedro Town · ★4.79 · 1 bedroom · 2 beds · 1 private bath,19450284,Kristin,Belize,Belize Islands,17.91994,-87.96015,Private room,333,1,28,2023-01-17,0.34,3,297,4,
3849201,Home in San Ignacio · ★4.63 · 1 bedroom · 2 beds · 1 bath,817242,Michael,Cayo,Cayo,17.16411,-89.0691,Private room,97,1,127,2020-02-28,1.16,11,0,0,
3904267,Cabin in Caye Caulker · ★4.82 · 1 bedroom · 1 bed · 1 bath,604999,Bobbi,Belize,Belize Islands,17.73696,-88.02821,Entire home/apt,158,2,97,2023-08-13,0.89,30,253,19,
3905945,Cabin in Caye Caulker Village · ★4.86 · 1 bedroom · 1 bed · 1 bath,604999,Bobbi,Belize,Belize Islands,17.73609,-88.02876,Entire home/apt,160,2,98,2023-08-09,0.91,30,255,4,
3930450,Bungalow in San Ignacio · ★4.23 · 2 bedrooms · 3 beds · 1 bath,817242,Michael,Cayo,Cayo,17.1639,-89.06947,Entire home/apt,410,1,30,2023-04-05,0.27,11,0,4,
4006269,Home in Placencia · ★4.36 · 2 bedrooms · 3 beds · 1 bath,261868426,Hotels Placencia,Stann Creek,Stann Creek Mainland,16.62038,-88.35272,Entire home/apt,219,2,25,2023-07-08,0.26,62,256,3,
4061124,Rental unit in Belize City · ★4.69 · 1 bedroom · 1 bed · 1 bath,21064904,Stacy And Tessa,Belize,Belize Mainland,17.58865,-88.32041,Entire home/apt,91,1,36,2023-07-14,0.58,4,365,4,
4121595,Bungalow in caye caulker · ★4.80 · 2 bedrooms · 2 beds · 1 bath,2267459,Tropical Dreams,Belize,Belize Islands,17.7415,-88.02691,Entire home/apt,151,2,191,2023-08-20,1.80,4,337,35,
4121839,Bungalow in Caye Caulker · ★4.57 · 1 bedroom · 1 bed · 1 bath,2267459,Tropical Dreams,Belize,Belize Islands,17.73767,-88.02804,Entire home/apt,101,2,102,2023-08-20,0.96,4,249,23,
4172736,Rental unit in Placencia · ★4.88 · 1 bedroom · 1 bed · 1 bath,15048631,Nicole,Stann Creek,Stann Creek Mainland,16.52076,-88.3721,Entire home/apt,200,3,106,2023-08-04,1.00,3,196,9,
4190986,Home in Hopkins · ★4.73 · 1 bedroom · 1 bed · 1 bath,12934670,Mirko,Stann Creek,Stann Creek Mainland,16.85972,-88.28187,Entire home/apt,218,2,11,2023-07-09,0.14,2,296,3,
4208385,Condo in San Pedro · ★5.0 · 6 bedrooms · 7 beds · 4 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89232,-87.9789,Entire home/apt,806,3,10,2023-06-16,0.11,29,276,1,
4224906,Villa in Placencia · ★4.93 · 3 bedrooms · 4 beds · 3 baths,10998068,Herbert,Stann Creek,Stann Creek Mainland,16.65661,-88.31202,Entire home/apt,804,3,27,2023-07-27,0.33,8,260,5,
4262174,Rental unit in Maya Beach · ★4.86 · 1 bedroom · 1 bed · 1 bath,22121955,Herbert,Stann Creek,Stann Creek Mainland,16.61048,-88.35514,Entire home/apt,151,4,28,2023-05-08,0.26,3,269,7,
4304743,Farm stay in Unitedville · 1 bedroom · 14 beds · 1 shared bath,2084006,Lower Dover Jungle Lodge,Cayo,Cayo,17.214599609375,-88.9488754272461,Shared room,50,1,1,2020-02-10,0.02,5,56,0,
4376821,Guest suite in Hopkins · ★5.0 · Studio · 2 beds · 1 shared bath,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86668,-88.28469,Private room,202,1,8,2020-03-19,0.08,5,169,0,
4377801,Guest suite in Hopkins · ★4.60 · 2 bedrooms · 3 beds · 1 private bath,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86906,-88.28539,Private room,232,1,5,2020-02-18,0.05,5,172,0,
4416397,Treehouse in Bullet Tree Falls · ★4.89 · 1 bedroom · 1 bed · 2 shared baths,22923135,Parrot Nest,Cayo,Cayo,17.174,-89.10828,Private room,111,2,242,2023-08-31,2.28,8,323,18,
4454404,Aparthotel in Caye Caulker · ★4.94 · 1 bedroom · 1 bed · 1 private bath,6334784,Tom,Belize,Belize Islands,17.73529,-88.02708,Hotel room,372,1,17,2022-06-27,0.16,12,132,0,
4491461,Vacation home in Caye Caulker · ★4.55 · 1 bedroom · 1 bed · 1 bath,23299192,James,Belize,Belize Islands,17.72935,-88.03591,Entire home/apt,312,5,34,2023-08-12,0.31,2,289,3,
4532384,Home in San Ignacio · ★4.95 · 2 bedrooms · 2 beds · 2 baths,23499058,Alianaʼs,Cayo,Cayo,17.17629,-89.09526,Entire home/apt,260,2,123,2023-02-22,1.18,3,315,3,
4628150,Boutique hotel in Hopkins · ★4.87 · 1 bedroom · 1 bed · 1 private bath,23969147,Wade,Stann Creek,Stann Creek Mainland,16.86099,-88.28348,Private room,240,2,39,2023-01-12,0.37,5,342,1,
4676589,Home in Santa Elena · ★4.97 · 1 bedroom · 3 beds · 1 shared bath,24187672,Maria,Cayo,Cayo,17.1582,-89.0673,Private room,77,1,190,2023-09-04,1.79,1,365,7,
4744010,Bed and breakfast in San Pedro · ★4.83 · 1 bedroom · 2 beds · 1 private bath,24272181,Brittney,Belize,Belize Islands,17.92457,-87.96047,Hotel room,131,2,96,2023-08-30,0.91,1,308,12,
4764996,Aparthotel in Caye Caulker · ★4.90 · 1 bedroom · 1 bed · 1 private bath,6334784,Tom,Belize,Belize Islands,17.73588,-88.02691,Hotel room,185,1,79,2023-09-09,0.74,12,161,6,
4774977,Vacation home in Caye Caulker · ★4.83 · 1 bedroom · 1 bed · 1 bath,23299192,James,Belize,Belize Islands,17.72874895662261,-88.03573549391315,Entire home/apt,353,3,14,2023-07-08,0.14,2,155,3,
4853657,Home in Placencia · ★4.87 · 3 bedrooms · 3 beds · 3.5 baths,24970020,Greta,Stann Creek,Stann Creek Mainland,16.65949,-88.31157,Entire home/apt,512,5,31,2023-06-26,0.54,1,98,9,
4865826,Guesthouse in Caye Caulker · ★4.64 · Studio · 1 bath,2134916,Kathrina,Belize,Belize Islands,17.73986,-88.02494,Entire home/apt,101,2,135,2020-03-11,1.27,1,0,0,
4869137,Island in Placiencia Villa · ★4.98 · 4 bedrooms · 6 beds · 4 baths,25046376,Fred,Stann Creek,Stann Creek Mainland,16.508806,-88.361444,Entire home/apt,1804,4,243,2023-08-26,2.29,1,148,30,
4880194,Boutique hotel in Bullet Tree Falls · 1 bedroom · 11 beds · 8 baths,25105475,Mahogany,Cayo,Cayo,17.16794,-89.1185,Private room,5432,2,0,,,1,365,0,
4936432,Rental unit in Belize City · ★4.33 · 1 bedroom · 4 beds · 1 shared bath,9315171,Julia,Belize,Belize Mainland,17.5064,-88.21745,Shared room,60,1,18,2022-01-27,0.18,6,365,0,
4974742,Home in San Pedro · ★4.75 · 4 bedrooms · 4 beds · 2 baths,25643683,Malcolm,Belize,Belize Islands,17.87862,-87.99524,Entire home/apt,667,3,12,2023-01-05,0.13,3,206,1,
4997035,Guest suite in San Pedro · ★4.84 · 1 bedroom · 1 bed · 1 private bath,3726010,Diana,Belize,Belize Islands,17.910724639892578,-87.97432708740234,Private room,119,1,238,2023-09-09,2.28,7,363,13,
5036440,Bed and breakfast in San Pedro · ★4.96 · 1 bedroom · 1 bed · 1 bath,25998251,Jason And Brandi,Belize,Belize Islands,17.9408,-87.94735,Hotel room,403,1,91,2023-04-13,0.88,4,309,4,
5081251,Rental unit in Belize City · ★4.73 · 1 bedroom · 1 bed · 1 bath,8554313,Ricky,Belize,Belize Mainland,17.51483,-88.22391,Entire home/apt,151,2,82,2023-03-01,0.79,10,149,2,
5094589,"Home in Hattieville Village, Belize District · ★4.0 · 3 bedrooms · 7 beds · 1 bath",26323792,Marlon,Belize,Belize Mainland,17.43785,-88.4056,Entire home/apt,151,1,3,2023-08-20,0.43,1,354,3,
5146251,Cabin in Unitedville · 1 bedroom · 1 bed · 1 bath,2084006,Lower Dover Jungle Lodge,Cayo,Cayo,17.213287353515625,-88.94599914550781,Private room,166,1,0,,,5,0,0,
5261351,Nature lodge in Belmopan · ★4.82 · 1 bedroom · 3 beds · 1 private bath,27234580,Jaguar Creek,Cayo,Cayo,17.16087,-88.67776,Private room,286,1,80,2023-05-06,0.77,4,309,17,
